carpeta,actual,nuevo,fecha_descarga
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_1.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_1.pdf,2026-04-07 17:25:16
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_2.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_2.pdf,2026-04-07 17:25:22
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_3.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_3.pdf,2026-04-07 17:25:27
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_4.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_4.pdf,2026-04-07 17:25:33
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_5.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_5.pdf,2026-04-07 17:25:39
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_6.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_6.pdf,2026-04-07 17:25:43
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_7.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_7.pdf,2026-04-07 17:25:48
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_8.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_8.pdf,2026-04-07 17:25:56
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_9.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_9.pdf,2026-04-07 17:26:02
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_10.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_10.pdf,2026-04-07 17:26:08
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_11.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_11.pdf,2026-04-07 17:26:21
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_12.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_12.pdf,2026-04-07 17:26:27
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_13.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_13.pdf,2026-04-07 17:26:32
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_14.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_14.pdf,2026-04-07 17:26:39
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_15.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_15.pdf,2026-04-07 17:26:45
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_16.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_16.pdf,2026-04-07 17:26:51
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_17.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_17.pdf,2026-04-07 17:26:57
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_18.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_18.pdf,2026-04-07 17:27:05
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_19.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_19.pdf,2026-04-07 17:27:14
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_20.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_20.pdf,2026-04-07 17:27:17
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_21.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_21.pdf,2026-04-07 17:28:37
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_22.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_22.pdf,2026-04-07 17:28:42
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_23.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_23.pdf,2026-04-07 17:28:50
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_24.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_24.pdf,2026-04-07 17:28:56
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_25.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_25.pdf,2026-04-07 17:29:02
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_26.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_26.pdf,2026-04-07 17:29:10
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_27.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_27.pdf,2026-04-07 17:29:17
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_28.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_28.pdf,2026-04-07 17:29:21
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_29.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_29.pdf,2026-04-07 17:29:29
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_30.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_30.pdf,2026-04-07 17:29:35
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_31.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_31.pdf,2026-04-07 17:29:46
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_32.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_32.pdf,2026-04-07 17:29:54
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_33.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_33.pdf,2026-04-07 17:29:59
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_34.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_34.pdf,2026-04-07 17:30:05
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_35.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_35.pdf,2026-04-07 17:30:09
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_36.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_36.pdf,2026-04-07 17:30:17
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_37.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_37.pdf,2026-04-07 17:30:22
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_38.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_38.pdf,2026-04-07 17:30:27
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_39.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_39.pdf,2026-04-07 17:30:34
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_40.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_40.pdf,2026-04-07 17:30:42
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_41.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_41.pdf,2026-04-07 17:38:20
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_42.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_42.pdf,2026-04-07 17:38:25
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_43.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_43.pdf,2026-04-07 17:38:31
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_44.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_44.pdf,2026-04-07 17:38:37
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_45.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_45.pdf,2026-04-07 17:38:43
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_46.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_46.pdf,2026-04-07 17:38:51
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_47.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_47.pdf,2026-04-07 17:38:56
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_48.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_48.pdf,2026-04-07 17:39:02
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_49.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_49.pdf,2026-04-07 17:39:08
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_50.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_50.pdf,2026-04-07 17:39:13
DEPARTAMENTO DE CIENCIAS BÁSICAS,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_51.pdf,C:\Users\franc\OneDrive\Desktop\UNLU\Pasantia\Scraping UNLU\Scraping UNLU\Descargas\DEPARTAMENTO DE CIENCIAS BÁSICAS\DEPARTAMENTO_DE_CIENCIAS_BASICAS_51.pdf,2026-04-07 17:39:23
